home_team,away_team,game_id,season,date,pts_H,pts_A,winner,playoff,fg_pct_A,fg3_pct_A,ft_pct_A,reb_A,tot_ast_A,tot_tov_A,tot_stl_A,tot_blk_A,ts_pct_A,w_pct_A,w_pct_last_5_games_A,fg_pct_H,fg3_pct_H,ft_pct_H,reb_H,tot_ast_H,tot_tov_H,tot_stl_H,tot_blk_H,ts_pct_H,w_pct_H,w_pct_last_5_games_H,off_rating_A,def_rating_A,off_rating_H,def_rating_H,lineup_efficiency_A,lineup_efficiency_H,referee_name,referee_id
CHI,PHI,0022100135,2021-22,2021-11-06,105.0,114.0,away,False,0.4926764314247669,0.3848684210526316,0.8235294117647058,370,216,114,76,55,0.6036570598207799,0.778,0.8,0.4685212298682284,0.3779904306220095,0.8698224852071006,344,188,101,73,48,0.571722826661033,0.75,0.8,115.3686396677051,106.43153526970954,108.85650224215246,103.58744394618836,13.511111111111113,15.88888888888889,Bill Kennedy,1662
DAL,BOS,0022100136,2021-22,2021-11-06,107.0,104.0,home,False,0.4271961492178098,0.3361581920903955,0.7868020304568528,419,209,126,78,65,0.5361346002963996,0.444,0.4,0.4120956399437412,0.3065015479876161,0.7045454545454546,373,159,102,53,37,0.5130384049515498,0.625,0.6,104.51488952929876,106.26808100289296,103.15315315315314,107.42407199100111,13.978333333333332,10.05,Scott Wall,1198
PHX,ATL,0022100137,2021-22,2021-11-06,121.0,117.0,home,False,0.4470158343483557,0.3394833948339483,0.8181818181818182,436,211,112,66,36,0.5377126230975828,0.444,0.4,0.4706840390879478,0.3366336633663366,0.756578947368421,326,192,98,61,27,0.5588356244859594,0.571,0.6,107.90790790790793,110.22044088176352,107.2992700729927,107.85276073619632,15.055555555555555,14.65,Karl Lane,202026
POR,LAL,0022100138,2021-22,2021-11-06,105.0,90.0,home,False,0.474065138721351,0.3623693379790941,0.7289156626506024,400,218,142,82,55,0.5603964347479048,0.556,0.8,0.459727385377943,0.3691460055096419,0.7393939393939394,428,209,126,71,43,0.5673033196907685,0.444,0.4,105.05725190839696,106.30372492836678,109.09990108803164,106.33663366336634,9.793333333333331,12.585,James Capers,1148
TOR,BKN,0022100139,2021-22,2021-11-07,103.0,116.0,away,False,0.4628647214854111,0.3689320388349514,0.7687861271676301,409,216,132,58,54,0.5691948152074399,0.667,0.8,0.4305705059203444,0.3416149068322981,0.7637362637362637,474,199,120,110,40,0.5197803940222777,0.6,1.0,105.78265204386838,103.4034034034034,107.86516853932584,105.1643192488263,13.824444444444444,12.24848484848485,Brian Forte,101283
NYK,CLE,0022100140,2021-22,2021-11-07,109.0,126.0,away,False,0.4531615925058548,0.3246753246753247,0.7685185185185185,446,246,156,76,38,0.5479221107645621,0.6,0.6,0.4546583850931677,0.3764367816091954,0.7475728155339806,422,202,117,68,52,0.5677504354428119,0.667,0.6,108.16326530612244,106.35944700460828,111.92842942345924,110.36889332003987,14.680404040404042,13.88,Pat Fraher,2003
ORL,UTA,0022100141,2021-22,2021-11-07,107.0,100.0,home,False,0.4602564102564102,0.3315926892950391,0.8113207547169812,437,178,124,67,48,0.5822874679369733,0.778,0.8,0.4187134502923976,0.3443877551020408,0.7589743589743589,451,210,163,59,52,0.5309311224489797,0.2,0.2,113.28600405679514,103.951367781155,102.50231696014828,109.71322849213692,14.15333333333333,13.127272727272729,Courtney Kirkland,2004
WAS,MIL,0022100142,2021-22,2021-11-07,101.0,94.0,home,False,0.4408468244084682,0.3397260273972602,0.7621621621621621,406,194,121,68,41,0.5500904568068747,0.444,0.4,0.4583850931677019,0.3254237288135593,0.8,435,203,119,61,54,0.5582794740361043,0.667,0.6,105.22682445759368,106.88976377952756,107.19144800777454,103.11587147030184,13.110000000000005,12.579444444444444,JB DeRosa,1155
SAC,IND,0022100143,2021-22,2021-11-07,91.0,94.0,away,False,0.4671125975473801,0.3571428571428571,0.7701149425287356,449,253,154,72,59,0.5685319857019598,0.3,0.4,0.4641089108910891,0.3495440729483283,0.7897435897435897,414,217,118,59,43,0.5700380398299396,0.556,0.6,108.10081008100808,108.65644724977456,110.2284011916584,108.21782178217822,14.454545454545451,15.12888888888889,Sean Wright,2882
OKC,SAS,0022100144,2021-22,2021-11-07,99.0,94.0,home,False,0.4684147794994041,0.3410852713178294,0.7019867549668874,400,249,122,84,50,0.5411733521823644,0.333,0.2,0.4126074498567335,0.303030303030303,0.7283950617283951,361,159,119,60,30,0.509567387687188,0.25,0.2,104.57643622200584,103.88349514563106,98.00221975582686,107.0874861572536,11.79714285714286,9.686111111111112,Bennie Adams,1363
GSW,HOU,0022100145,2021-22,2021-11-07,120.0,107.0,home,False,0.4421326397919375,0.3417721518987341,0.7079207920792079,408,198,170,75,40,0.5426166829859654,0.111,0.0,0.4657342657342657,0.3839285714285714,0.7534246575342466,398,241,123,76,40,0.5806940095477645,0.875,0.8,100.1930501930502,107.33590733590734,109.9785407725322,96.98924731182797,10.11,13.155555555555557,Tony Brothers,1146
LAC,CHA,0022100146,2021-22,2021-11-07,120.0,106.0,home,False,0.4527098831030818,0.3876404494382022,0.7136150234741784,436,266,130,92,52,0.5518401113344673,0.5,0.4,0.4333333333333333,0.3440514469453376,0.7516778523489933,353,189,106,83,35,0.5365599063088753,0.5,0.6,109.76253298153034,113.40929009640664,104.56026058631922,100.43525571273122,13.654545454545456,12.516666666666667,David Guthrie,2714
PHI,NYK,0022100147,2021-22,2021-11-08,96.0,103.0,away,False,0.4550561797752809,0.3693931398416886,0.7652173913043478,454,223,127,77,61,0.567998385794996,0.6,0.6,0.4963942307692308,0.3939393939393939,0.8201058201058201,411,238,128,82,60,0.6069976834651865,0.8,1.0,111.62579473206176,109.66271649954422,114.19110690633867,106.61000944287062,12.088484848484848,11.794999999999998,Scott Wall,1198
CHI,BKN,0022100148,2021-22,2021-11-08,118.0,95.0,home,False,0.4676258992805755,0.377521613832853,0.7772020725388601,457,245,147,61,54,0.5773081443433596,0.7,0.8,0.4606451612903225,0.361344537815126,0.8592964824120602,390,208,110,80,49,0.5628593952884438,0.667,0.6,104.80507706255666,104.63636363636364,109.66767371601208,102.72177419354836,13.49090909090909,15.96,JB DeRosa,1155
MEM,MIN,0022100149,2021-22,2021-11-08,125.0,118.0,home,False,0.4092769440654843,0.3211267605633803,0.7647058823529411,357,183,134,81,47,0.5158670097371475,0.375,0.2,0.4355029585798816,0.3475783475783476,0.7891156462585034,413,224,122,95,49,0.5353530911969043,0.556,0.6,101.84983677910772,105.7608695652174,108.48963474827248,112.67326732673266,12.304761904761904,13.420000000000002,Leon Wood,1201
DAL,NOP,0022100150,2021-22,2021-11-08,108.0,92.0,home,False,0.4192477876106195,0.326647564469914,0.8068181818181818,468,228,154,72,48,0.5165878708835996,0.1,0.0,0.4233206590621039,0.3093922651933701,0.7157894736842105,413,178,117,60,43,0.524868209947284,0.667,0.6,101.56106519742882,112.68248175182482,104.27698574338083,106.61914460285134,12.44126984126984,10.22,Mark Lindsay,200834
DEN,MIA,0022100151,2021-22,2021-11-08,113.0,96.0,home,False,0.4702907711757269,0.3568904593639576,0.8247422680412371,453,222,130,63,19,0.573394495412844,0.778,0.8,0.4658944658944658,0.2907348242811501,0.7165354330708661,397,213,143,82,39,0.5438958793583709,0.556,0.4,112.11812627291242,103.15040650406505,103.34685598377284,100.407747196738,14.251111111111111,14.179999999999998,Michael Smith,1193
GSW,ATL,0022100152,2021-22,2021-11-08,127.0,113.0,home,False,0.447,0.3515850144092219,0.8177570093457944,521,250,142,75,39,0.5442531256854573,0.364,0.2,0.4718526100307062,0.371244635193133,0.7894736842105263,531,326,167,115,53,0.5917461849775368,0.909,1.0,107.97824116047144,111.54545454545456,111.41199226305608,98.16247582205028,14.790909090909093,13.56,James Capers,1148
SAC,PHX,0022100153,2021-22,2021-11-08,104.0,109.0,away,False,0.4757834757834758,0.3346938775510204,0.7630057803468208,368,218,110,69,33,0.5667506297229219,0.625,0.6,0.4551569506726457,0.3443526170798898,0.7972350230414746,447,237,130,73,49,0.5620366994774577,0.5,0.6,106.9039913700108,106.84782608695652,109.1726618705036,107.80269058295964,14.6,9.763636363636364,Josh Tiven,201639
LAL,CHA,0022100154,2021-22,2021-11-08,126.0,123.0,home,False,0.4481765834932821,0.3804627249357326,0.7186147186147186,480,286,143,105,54,0.5456262460214752,0.455,0.2,0.4613710554951034,0.3542319749216301,0.7368421052631579,459,238,161,90,60,0.5490724117295033,0.5,0.6,109.68,113.23763955342902,105.68475452196382,106.55172413793105,14.19285714285714,12.625454545454543,Sean Wright,2882
PHI,MIL,0022100155,2021-22,2021-11-09,109.0,118.0,away,False,0.4358974358974359,0.3341645885286783,0.7438423645320197,455,211,133,82,44,0.5408995052315678,0.4,0.2,0.485373781148429,0.3864864864864865,0.8195121951219512,458,258,136,89,66,0.5956375838926175,0.727,1.0,106.3734290843806,107.27109515260322,113.93939393939394,107.5927523727351,13.695151515151514,11.59419191919192,Sean Corbin,1151
UTA,ATL,0022100156,2021-22,2021-11-09,110.0,98.0,home,False,0.4460829493087557,0.3664921465968586,0.8080357142857143,553,272,153,81,44,0.5445435803846024,0.333,0.0,0.4578896418199419,0.3212121212121212,0.7928571428571428,568,242,167,91,63,0.5738626535201522,0.667,0.4,107.86610878661088,112.16442953020132,113.82189239332097,104.17052826691382,13.044848484848488,15.11191919191919,Derek Richardson,1204
LAC,POR,0022100157,2021-22,2021-11-09,117.0,109.0,home,False,0.4512195121951219,0.3564593301435406,0.7407407407407407,480,231,137,85,50,0.5598075439522514,0.5,0.4,0.4379652605459057,0.3481894150417827,0.7764705882352941,403,213,126,91,40,0.5466621253405994,0.556,0.6,109.4850948509485,107.5880758807588,106.090373280943,101.67487684729063,12.931313131313132,13.193333333333332,David Guthrie,2714
CLE,WAS,0022100158,2021-22,2021-11-10,94.0,97.0,away,False,0.4627539503386004,0.3322981366459627,0.7892376681614349,477,227,138,69,62,0.5603991383164655,0.7,0.6,0.461864406779661,0.3469387755102041,0.7709251101321586,494,277,171,84,40,0.5584933134076713,0.636,0.6,106.951871657754,102.94642857142856,107.600341588386,106.19694397283531,12.24181818181818,13.033333333333337,Tre Maddox,202027
ORL,BKN,0022100159,2021-22,2021-11-10,90.0,123.0,away,False,0.4608695652173913,0.3736842105263158,0.7830188679245284,499,264,161,67,61,0.5704247591978525,0.636,1.0,0.4256900212314225,0.3466981132075472,0.7621359223300971,490,234,176,67,60,0.5355206073752711,0.273,0.2,105.78990901571548,103.07308970099666,101.0989010989011,110.27801179443976,13.466666666666663,12.75,Scott Wall,1198
BOS,TOR,0022100160,2021-22,2021-11-10,104.0,88.0,home,False,0.4340551181102362,0.3323863636363636,0.765,509,222,128,120,46,0.5217391304347826,0.545,0.8,0.4329334787350054,0.3324675324675324,0.7793427230046949,455,229,137,84,67,0.5382301725502612,0.4,0.4,106.34648370497428,105.15463917525774,104.56140350877192,104.84581497797356,13.843333333333334,11.934747474747477,Pat Fraher,2003
NYK,MIL,0022100161,2021-22,2021-11-10,100.0,112.0,away,False,0.438508064516129,0.3386363636363636,0.7410714285714286,507,232,141,87,50,0.5432988556338029,0.455,0.2,0.4536187563710499,0.3651551312649164,0.7654320987654321,509,248,140,81,65,0.5648393264210604,0.636,0.4,107.27874276261372,107.11331679073616,111.12040133779264,110.31879194630872,13.857142857142858,8.085714285714285,Brian Forte,101283
HOU,DET,0022100162,2021-22,2021-11-10,104.0,112.0,away,False,0.3936708860759493,0.2772585669781931,0.7447916666666666,378,185,128,80,45,0.4882901838807062,0.111,0.2,0.4433962264150943,0.3381088825214899,0.702928870292887,450,215,191,86,43,0.5445045952410928,0.1,0.0,98.17073170731707,107.97979797979798,100.5281690140845,107.84140969162996,8.117777777777778,10.34141414141414,Rodney Mott,1179
CHI,DAL,0022100163,2021-22,2021-11-10,117.0,107.0,home,False,0.4313501144164759,0.3173803526448362,0.7093596059113301,459,205,129,67,46,0.5314952456089357,0.7,0.6,0.4616265750286369,0.3531598513011152,0.8584474885844748,446,229,119,88,54,0.5617108195097796,0.7,0.4,104.72222222222224,107.77777777777776,110.54078826764436,103.30275229357795,10.94848484848485,16.127272727272725,Michael Smith,1193
MEM,CHA,0022100164,2021-22,2021-11-10,108.0,118.0,away,False,0.4469763365468887,0.3758700696055684,0.7297297297297297,535,309,161,110,57,0.5462325492445974,0.417,0.2,0.4418356456776948,0.3509234828496042,0.7976878612716763,464,252,135,102,57,0.5423839229311433,0.6,0.6,109.72733971997052,112.27038941954446,107.76785714285715,112.44404655326768,14.184615384615384,13.363636363636363,Tony Brothers,1146
NOP,OKC,0022100165,2021-22,2021-11-10,100.0,108.0,away,False,0.4078282828282828,0.3008849557522124,0.7417582417582418,418,180,132,65,37,0.5062608934960096,0.333,0.4,0.4197780020181634,0.3211488250652741,0.8074866310160428,507,255,167,79,48,0.5152429934406678,0.091,0.0,99.1,106.38085742771686,101.42977291841883,112.38493723849372,11.064444444444444,11.314444444444444,Scott Foster,1162
SAS,SAC,0022100166,2021-22,2021-11-10,136.0,117.0,home,False,0.4548254620123203,0.3488372093023256,0.7942386831275721,493,255,154,79,55,0.561558672242164,0.455,0.4,0.4621938232161874,0.3263888888888889,0.7,446,278,131,93,60,0.5319992074499703,0.3,0.4,109.54732510288063,109.85221674876848,107.07964601769912,104.76610767872904,13.634848484848485,12.36590909090909,Tom Washington,1199
DEN,IND,0022100167,2021-22,2021-11-10,101.0,98.0,home,False,0.4653061224489795,0.3498759305210918,0.7708333333333334,503,266,173,80,66,0.564125206673681,0.364,0.4,0.4654377880184331,0.2909604519774011,0.7152317880794702,446,241,152,89,44,0.5452463507555327,0.6,0.6,107.9800498753117,108.92410341951626,104.08921933085502,100.93196644920783,15.047619047619047,8.563636363636364,Bill Kennedy,1662
PHX,POR,0022100168,2021-22,2021-11-10,119.0,109.0,home,False,0.4531722054380664,0.3582417582417582,0.7412935323383084,523,260,146,91,55,0.560363959165557,0.455,0.4,0.4754716981132075,0.3418181818181818,0.7663043478260869,406,246,124,83,42,0.5656650988629618,0.667,0.8,109.53565505804312,108.71369294605807,108.29268292682929,107.1638861629048,13.033333333333337,15.006666666666666,Bennie Adams,1363
GSW,MIN,0022100169,2021-22,2021-11-10,123.0,110.0,home,False,0.4108433734939759,0.3275,0.7735849056603774,402,206,147,88,55,0.5200231121383172,0.333,0.2,0.4719730941704035,0.380281690140845,0.7872340425531915,478,303,151,101,47,0.5909389363099147,0.9,0.8,102.64965652600588,107.34573947110675,112.33480176211457,99.20634920634922,12.97,13.854545454545455,Sean Wright,2882
LAL,MIA,0022100170,2021-22,2021-11-10,120.0,117.0,home,False,0.4637514384349827,0.3573667711598746,0.8264840182648402,490,244,143,66,22,0.5702535841551338,0.7,0.8,0.4633663366336634,0.358974358974359,0.7333333333333333,510,268,176,101,68,0.5532010820559062,0.545,0.6,111.3345521023766,103.55839416058394,105.81304006284368,106.36792452830188,12.158181818181816,13.387878787878789,Marat Kogut,201245
PHI,TOR,0022100171,2021-22,2021-11-11,109.0,115.0,away,False,0.4336688014638609,0.3262599469496021,0.771689497716895,550,242,146,128,54,0.5212887603416965,0.5,0.6,0.4775828460038986,0.3801452784503632,0.8248847926267281,504,279,143,96,73,0.5867246852373649,0.667,0.8,107.28424386381631,105.70975416336242,113.81789137380191,108.43949044585987,13.855944055944056,14.736703296703295,Mark Lindsay,200834
UTA,IND,0022100172,2021-22,2021-11-11,100.0,111.0,away,False,0.4661654135338345,0.3502304147465437,0.7635467980295566,551,288,185,85,77,0.5631567995005723,0.333,0.6,0.4568421052631579,0.3239740820734341,0.8132295719844358,531,220,155,85,59,0.577096737780788,0.727,0.6,108.29493087557604,108.32049306625578,112.74426508071367,104.83870967741936,14.8,14.723939393939396,Ed Malloy,2530
LAC,MIA,0022100173,2021-22,2021-11-11,112.0,109.0,home,False,0.4590673575129533,0.348314606741573,0.8188976377952756,537,270,157,80,24,0.5655856458263679,0.636,0.6,0.4455667789001122,0.3624678663239074,0.7671957671957672,446,238,134,96,40,0.5543237250554324,0.6,0.8,111.3255033557047,104.35146443514644,106.71441360787826,102.51572327044023,12.416666666666666,13.521818181818182,James Capers,1148
CHA,NYK,0022100174,2021-22,2021-11-12,104.0,96.0,home,False,0.4520676691729323,0.3706140350877193,0.7615384615384615,547,267,150,90,75,0.5639002036659877,0.583,0.4,0.4476035743298132,0.3790149892933618,0.7420494699646644,584,341,178,123,64,0.5492357176581681,0.462,0.0,109.9537037037037,109.7447795823666,109.25925925925924,111.15674195756333,12.082051282051282,14.607936507936506,Tre Maddox,202027
BOS,MIL,0022100175,2021-22,2021-11-12,122.0,113.0,home,False,0.4390018484288355,0.3571428571428571,0.7381974248927039,557,261,155,91,54,0.5474791476716308,0.5,0.4,0.4342235410484669,0.3333333333333333,0.7719298245614035,499,250,152,94,72,0.5362991757549581,0.455,0.4,107.55148741418763,108.0030487804878,105.71198712791634,105.3354890864996,10.06978021978022,14.614242424242423,Courtney Kirkland,2004
CLE,DET,0022100176,2021-22,2021-11-12,98.0,78.0,home,False,0.3954451345755693,0.2857142857142857,0.7443946188340808,470,226,165,98,56,0.4905461790023682,0.182,0.2,0.4627949183303085,0.3421686746987952,0.7626459143968871,574,325,204,103,50,0.5588109424893835,0.615,0.8,96.48798521256931,107.4585635359116,107.18232044198896,104.153605015674,8.323030303030302,12.885128205128206,Scott Foster,1162
HOU,POR,0022100177,2021-22,2021-11-12,92.0,104.0,away,False,0.4557195571955719,0.3505154639175257,0.7511520737327189,569,284,160,96,57,0.5599925390850206,0.417,0.4,0.4419354838709677,0.3394255874673629,0.6959706959706959,492,232,204,91,48,0.5437473812516666,0.091,0.0,109.19540229885058,107.43295019157088,99.83818770226536,107.61750405186386,12.858741258741258,10.17,Tony Brothers,1146
MEM,PHX,0022100178,2021-22,2021-11-12,94.0,119.0,away,False,0.4803149606299212,0.3465346534653465,0.7704081632653061,445,273,134,89,48,0.5690906853697552,0.7,1.0,0.4396551724137931,0.3405275779376499,0.7819148936170213,521,279,151,116,65,0.5356255325191707,0.545,0.6,108.85739592559788,105.51601423487544,106.20408163265309,112.61261261261262,15.142857142857142,13.033333333333337,David Guthrie,2714
NOP,BKN,0022100179,2021-22,2021-11-12,112.0,120.0,away,False,0.4648862512363996,0.3788968824940047,0.7903930131004366,548,293,176,75,66,0.5752140749802116,0.667,0.8,0.4136029411764705,0.3157894736842105,0.7945205479452054,557,279,176,92,53,0.5091357357560202,0.083,0.0,107.0390206579954,103.99692544196772,102.48833592534992,113.1477184841454,14.110256410256412,12.749028749028747,Tom Washington,1199
OKC,SAC,0022100180,2021-22,2021-11-12,105.0,103.0,home,False,0.460093896713615,0.342789598108747,0.7953667953667953,537,275,169,83,61,0.5644805591368663,0.417,0.4,0.409556313993174,0.3002680965147453,0.75,474,203,150,71,41,0.5096268564611017,0.4,0.6,109.1324200913242,109.56719817767652,99.7270245677889,106.17059891107078,15.194755244755246,10.263636363636364,Marc Davis,1830
SAS,DAL,0022100181,2021-22,2021-11-12,109.0,123.0,away,False,0.4336468129571578,0.3209302325581395,0.7180616740088106,502,228,141,76,50,0.5350654757399137,0.636,0.8,0.4684772065955383,0.35,0.6910994764397905,489,312,139,104,63,0.5425814320562491,0.364,0.4,106.18120237087214,107.97285835453772,107.32302685109843,106.15883306320907,11.747619047619049,12.455555555555556,JB DeRosa,1155
DEN,ATL,0022100182,2021-22,2021-11-12,105.0,96.0,home,False,0.4431239388794567,0.3536585365853658,0.8,603,292,161,83,49,0.5385752060973713,0.308,0.0,0.465547703180212,0.3137254901960784,0.7365853658536585,583,315,178,109,54,0.5518736704303714,0.692,1.0,107.53105590062113,112.04351204351204,104.61144321093084,101.11492281303602,14.370862470862471,14.58939393939394,Sean Wright,2882
GSW,CHI,0022100183,2021-22,2021-11-12,119.0,93.0,home,False,0.4656964656964657,0.3666666666666666,0.8583690987124464,492,255,130,97,56,0.566452485627325,0.727,0.6,0.4718526100307062,0.371244635193133,0.7894736842105263,531,326,167,115,53,0.5917461849775368,0.909,1.0,109.06801007556676,104.5340050377834,112.7831715210356,98.7034035656402,13.166666666666666,13.916666666666666,Josh Tiven,201639
LAL,MIN,0022100184,2021-22,2021-11-12,83.0,107.0,away,False,0.4108108108108108,0.3333333333333333,0.770949720670391,442,236,164,96,59,0.5210408862676337,0.3,0.0,0.4664246823956443,0.3701799485861182,0.7261410788381742,560,294,198,106,74,0.5575146518327208,0.583,0.6,103.31541218637992,105.550581915846,104.45580715850986,106.6471877282688,13.51919191919192,10.693589743589744,Derek Richardson,1204
UTA,MIA,0022100185,2021-22,2021-11-13,105.0,111.0,away,False,0.4576271186440678,0.3350125944584383,0.8191881918819188,587,288,172,89,28,0.5616978768074227,0.583,0.4,0.4578896418199419,0.3212121212121212,0.7928571428571428,568,242,167,91,63,0.5738626535201522,0.667,0.6,111.55934833204032,104.5630317092034,112.31372549019608,105.5686274509804,12.925641025641024,14.603379953379951,Scott Wall,1198
IND,PHI,0022100186,2021-22,2021-11-13,118.0,113.0,home,False,0.4757630161579892,0.3758389261744966,0.8347457627118644,543,308,155,104,81,0.5850522236090128,0.615,0.6,0.4646551724137931,0.3505376344086021,0.7612612612612613,604,307,195,92,82,0.5605559442783538,0.385,0.6,114.26448736998512,109.46745562130178,109.29899856938484,109.1235632183908,15.164760239760238,15.903174603174602,Kevin Scott,202041
ORL,WAS,0022100187,2021-22,2021-11-13,92.0,104.0,away,False,0.4587628865979381,0.3342857142857143,0.8041666666666667,526,252,150,78,64,0.5578281889178134,0.727,0.6,0.4216634429400386,0.3304157549234136,0.7521739130434782,539,253,193,77,63,0.5267794221282593,0.25,0.4,107.0607553366174,102.38486842105264,100.70367474589524,110.13250194855806,10.45030303030303,12.646153846153847,Sean Corbin,1151
NOP,MEM,0022100188,2021-22,2021-11-13,112.0,101.0,home,False,0.4343257443082312,0.3311111111111111,0.7582938388625592,580,298,166,122,71,0.5267888957273817,0.5,0.6,0.4192176870748299,0.3222222222222222,0.7957446808510639,600,305,191,98,58,0.515085196185712,0.077,0.0,106.4540622627183,113.33841463414632,103.84894698620188,112.92418772563178,13.292307692307691,14.96,JB DeRosa,1155
TOR,DET,0022100189,2021-22,2021-11-13,121.0,127.0,away,False,0.3954451345755693,0.2857142857142857,0.7443946188340808,470,226,165,98,56,0.4905461790023682,0.182,0.2,0.4339781328847771,0.3341463414634146,0.788135593220339,597,267,157,138,61,0.5240400977692522,0.538,0.4,99.40577249575551,108.8757396449704,108.52941176470588,107.59027266028002,9.346536796536796,13.59904761904762,Eric Lewis,2715
CLE,BOS,0022100190,2021-22,2021-11-13,91.0,89.0,home,False,0.4379746835443038,0.3263598326359833,0.7916666666666666,599,292,187,106,82,0.5391343109225614,0.462,0.8,0.4573119188503803,0.3355408388520971,0.7706093189964157,613,342,215,113,54,0.5548492831760814,0.643,0.8,104.8579970104634,104.65465465465464,106.38766519823788,103.42815463165572,12.55,12.60974025974026,James Williams,202058
LAC,MIN,0022100191,2021-22,2021-11-13,129.0,102.0,home,False,0.4151128557409225,0.3326403326403326,0.7696335078534031,496,260,180,106,63,0.5226465042065565,0.364,0.0,0.4480651731160896,0.3568075117370892,0.7766990291262136,488,258,146,105,49,0.5556384248210023,0.636,1.0,102.8688524590164,107.03764320785598,108.10147299509,102.13640098603123,13.116666666666667,13.698484848484847,Ed Malloy,2530
LAL,SAS,0022100192,2021-22,2021-11-14,114.0,106.0,home,False,0.4699551569506726,0.3571428571428571,0.6919431279620853,530,342,152,107,66,0.5460160286130614,0.333,0.4,0.4586148648648648,0.3558139534883721,0.7318007662835249,604,311,217,118,82,0.5504912075390349,0.538,0.6,107.46606334841628,106.90690690690693,105.24880708929788,106.8212824010914,12.430769230769233,14.325274725274728,Bill Kennedy,1662
ATL,MIL,0022100193,2021-22,2021-11-14,120.0,100.0,home,False,0.4406645569620253,0.3546712802768166,0.7346153846153847,626,308,177,106,60,0.547736506094022,0.429,0.4,0.4462745098039216,0.3595505617977528,0.8023255813953488,654,313,173,89,50,0.5419439403105465,0.357,0.2,107.2443181818182,109.08445706174592,108.66425992779784,111.41618497109826,14.01224053724054,14.632967032967034,Tony Brothers,1146
CHA,GSW,0022100194,2021-22,2021-11-14,106.0,102.0,home,False,0.4728971962616822,0.3671875,0.7950819672131147,578,353,183,130,56,0.5920024461507101,0.917,1.0,0.4466313398940197,0.3717693836978131,0.7361563517915309,633,366,190,133,69,0.547016647436954,0.5,0.2,111.97604790419162,99.2503748125937,109.05006418485236,110.5701473414478,13.93846153846154,14.553333333333333,David Guthrie,2714
HOU,PHX,0022100195,2021-22,2021-11-14,89.0,115.0,away,False,0.4811800610376399,0.3617647058823529,0.7804878048780488,491,301,146,101,54,0.5725866567275437,0.727,1.0,0.438423645320197,0.3301204819277108,0.69,541,245,217,97,54,0.5379250217959896,0.083,0.0,109.09090909090908,103.99673735725938,98.87892376681614,107.92819745699327,14.966666666666669,9.692307692307692,Derrick Collins,2002
OKC,BKN,0022100196,2021-22,2021-11-14,96.0,120.0,away,False,0.4675205855443732,0.3902439024390244,0.78515625,582,320,188,84,70,0.580189774725457,0.692,0.8,0.4110429447852761,0.3027295285359802,0.748898678414097,526,216,160,79,47,0.5084053883549189,0.455,0.6,108.11387900355872,103.42612419700214,99.4161801501251,107.5,13.923076923076923,10.056060606060608,Rodney Mott,1179
DEN,POR,0022100197,2021-22,2021-11-14,124.0,95.0,home,False,0.4508966695132365,0.3474088291746641,0.7580645161290323,621,305,173,106,61,0.556588444833297,0.462,0.4,0.4606525911708253,0.2983293556085918,0.7329842931937173,534,286,169,100,53,0.543941600653618,0.667,0.6,108.80458124552612,109.31232091690543,106.89381933438986,101.27186009538951,11.554761904761904,11.83962703962704,Derek Richardson,1204
LAC,CHI,0022100198,2021-22,2021-11-14,90.0,100.0,away,False,0.4634615384615385,0.3608562691131498,0.8509803921568627,530,273,150,106,58,0.5637042180177052,0.667,0.6,0.456059204440333,0.3605150214592275,0.7767441860465116,545,293,160,111,57,0.5618407621640014,0.667,1.0,108.3656080557707,103.40821068938808,106.732223903177,101.97418375094914,13.876923076923076,13.346153846153848,Leon Wood,1201
CLE,BOS,0022100199,2021-22,2021-11-15,92.0,98.0,away,False,0.4394299287410926,0.3274161735700197,0.7922535211267606,645,315,201,113,88,0.54072163462924,0.5,0.6,0.4573119188503803,0.3355408388520971,0.7706093189964157,613,342,215,113,54,0.5548492831760814,0.643,0.8,104.5993031358885,104.06162464985997,105.69272976680384,103.26975476839236,12.13126873126873,10.314358974358976,Tony Brothers,1146
DET,SAC,0022100200,2021-22,2021-11-15,107.0,129.0,away,False,0.4551724137931034,0.3426724137931034,0.7934782608695652,586,295,182,88,68,0.5595267823698339,0.385,0.4,0.4066985645933014,0.2972350230414746,0.758893280632411,504,260,178,103,62,0.5063477238134773,0.25,0.2,110.3813559322034,109.1549295774648,99.76580796252928,110.27237354085604,15.941904761904762,9.632051282051282,Zach Zarba,2534
WAS,NOP,0022100201,2021-22,2021-11-15,105.0,100.0,home,False,0.4231075697211155,0.3319415448851774,0.8038461538461539,637,334,204,103,64,0.5221264787498174,0.143,0.0,0.4620493358633776,0.335064935064935,0.804,574,281,165,84,71,0.5601374570446735,0.75,0.6,104.01087695445274,112.92286874154264,107.47520976353928,102.67175572519083,14.904999999999998,10.722144522144522,Sean Wright,2882
ATL,ORL,0022100202,2021-22,2021-11-15,129.0,111.0,home,False,0.4147424511545293,0.3299798792756539,0.76,583,274,206,84,68,0.5210355987055016,0.231,0.4,0.4462745098039216,0.3595505617977528,0.8023255813953488,654,313,173,89,50,0.5419439403105465,0.357,0.0,101.3768115942029,111.33574007220216,109.88567585743108,111.31313131313132,12.606349206349208,7.995897435897436,Kane Fitzgerald,201640
